,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000197380,303.3640229,-0.514742072,0.154134397,-3.339566518,0.000839093,0.009153963
ENSG00000197381,1969.040089,2.32322861,0.591787205,3.925783781,8.64E-05,0.001356373
ENSG00000197385,5.564992372,0.383587308,0.632771723,0.606201722,0.54438081,0.803911196
ENSG00000197386,1771.565752,-0.086347841,0.112326324,-0.768723112,0.442057701,0.733708208
ENSG00000197405,15.77066103,-0.407085187,0.383494163,-1.06151599,0.28845547,0.594838464
ENSG00000197406,39.26787235,0.647308376,0.598570487,1.081423808,0.279508636,0.585216396
ENSG00000197409,5.618508602,-0.522709078,0.713601004,-0.732494874,0.46386657,0.749373005
ENSG00000197415,606.974841,0.519112847,0.397570699,1.305712034,0.191650504,0.47363551
ENSG00000197417,28.23743848,-0.248911144,0.452397228,-0.550204839,0.582178885,0.826548337
ENSG00000197421,2.973197459,-0.619250632,0.979905322,-0.631949453,0.527419907,NA
ENSG00000197429,277.3167383,-0.147916036,0.137673318,-1.074398715,0.282644018,0.588588668
ENSG00000197442,1549.297139,0.704378383,0.161596925,4.358860053,1.31E-05,0.000270822
ENSG00000197444,1.370121443,1.442564049,1.343259753,1.073927843,0.282855023,NA
ENSG00000197445,3.247923578,-2.425851287,1.02365761,-2.369787772,0.017798298,NA
ENSG00000197446,2.198018328,-0.435309502,1.051722784,-0.413901371,0.67894634,NA
ENSG00000197448,2027.449163,0.087128098,0.091642446,0.950739557,0.341736602,0.65092133
ENSG00000197451,992.1493413,0.369253183,0.150036384,2.461090923,0.013851526,0.081519926
ENSG00000197457,412.9408778,-0.635635087,0.266581532,-2.384392806,0.017107331,0.095175681
ENSG00000197459,1.205245093,-1.35346296,1.426619606,-0.948720285,0.342762894,NA
ENSG00000197461,63.84197127,0.559195892,0.253697238,2.204185972,0.027511268,0.134621126
ENSG00000197465,42.47143517,0.227772933,0.240558405,0.946850861,0.34371478,0.652724233
ENSG00000197467,133.1741684,-0.217803669,0.507453742,-0.429208913,0.667771197,0.877730664
ENSG00000197472,2.541628248,0.399277271,1.091917151,0.36566627,0.714614118,NA
ENSG00000197479,15.55301598,-0.234251884,0.428865228,-0.546213283,0.584919337,0.82806937
ENSG00000197483,79.09748148,-0.292183872,0.185038392,-1.579044593,0.114325829,0.348400968
ENSG00000197496,2114.272285,0.489922479,0.163002777,3.005608172,0.002650503,0.023023119
ENSG00000197497,60.03482531,-0.564789629,0.236530996,-2.387803874,0.016949384,0.094640058
ENSG00000197498,424.8421611,0.071289863,0.138388564,0.515142729,0.606453286,0.840994956
ENSG00000197506,9.554161978,-0.383416659,0.64069267,-0.598440839,0.549545823,0.807523645
ENSG00000197520,9.134510848,0.880441474,0.540897077,1.62774308,0.103579374,0.329988452
ENSG00000197530,857.9559856,-0.226631413,0.160785585,-1.409525694,0.158679781,0.424529946
ENSG00000197535,1816.092634,0.068127355,0.116644954,0.584057461,0.559181653,0.812861552
ENSG00000197536,135.1282064,-0.373330924,0.168263107,-2.218733087,0.026504889,0.131206324
ENSG00000197548,445.8687248,-0.127212786,0.114812712,-1.108002616,0.267860686,0.571298495
ENSG00000197550,1.857881089,0.729289492,1.198621836,0.608440019,0.542895676,NA
ENSG00000197555,2229.380935,-0.500625316,0.194009265,-2.580419636,0.009868032,0.063206891
ENSG00000197557,167.4551355,-0.556520506,0.189835546,-2.931592726,0.003372287,0.027624849
ENSG00000197558,25.65305324,-0.467420037,0.720797207,-0.648476482,0.516676817,0.788368391
ENSG00000197561,54.20070471,0.484655788,0.446426272,1.085634557,0.277640705,0.582955864
ENSG00000197562,206.6630895,0.162856241,0.151538014,1.074689027,0.282513978,0.588503503
ENSG00000197563,787.8744542,0.173656264,0.103502944,1.677790575,0.09338799,0.307976332
ENSG00000197565,14.07437163,-1.20281499,0.703190937,-1.7105098,0.087171643,0.294271524
ENSG00000197566,92.21392435,-0.493049439,0.19531591,-2.524369061,0.011590617,0.071408906
ENSG00000197568,151.2646388,-0.020593909,0.225809314,-0.091200439,0.927333326,0.978716478
ENSG00000197576,7.959455029,-0.446919609,0.530131736,-0.843035,0.399208869,0.699587589
ENSG00000197579,532.1696064,0.109641708,0.124858808,0.878125542,0.379875593,0.684281429
ENSG00000197580,16.3290352,-0.637892231,0.379750085,-1.679768503,0.093002366,0.307034522
ENSG00000197582,271.4882913,0.462638741,0.202476943,2.284895923,0.022318931,0.115417893
ENSG00000197586,889.0041073,0.409079912,0.092646549,4.415490004,1.01E-05,0.000214059
ENSG00000197594,665.0587061,1.343675373,0.411733211,3.263461236,0.001100602,0.011399828
ENSG00000197599,13.4177017,0.219433159,0.44280603,0.495551425,0.620210932,0.849179827
ENSG00000197601,1204.369845,0.29580024,0.099661848,2.968038888,0.002997064,0.025155394
ENSG00000197603,778.8088669,-0.13200912,0.124072409,-1.063968385,0.287343022,0.593408293
ENSG00000197604,1.398246965,1.711983434,1.84782305,0.926486675,0.354193119,NA
ENSG00000197608,222.6845107,-0.419919912,0.200543835,-2.093905862,0.036268367,0.163085182
ENSG00000197614,1306.564793,0.394710242,0.819948376,0.48138426,0.630243422,0.85488602
ENSG00000197619,165.9564468,-0.251542091,0.159107134,-1.580960479,0.113887074,0.347786666
ENSG00000197620,199.1813337,0.153473319,0.12313617,1.246370743,0.212628317,0.503680433
ENSG00000197622,838.5036074,0.025318861,0.134592764,0.188114579,0.850786833,0.953507109
ENSG00000197632,5.432764498,0.340037925,0.949465981,0.358135975,0.720241558,0.903860453
ENSG00000197635,1806.215548,-0.313871982,0.367933295,-0.853067623,0.393621805,0.6961054
ENSG00000197646,415.6958304,-0.200838008,0.188331349,-1.066407737,0.286239366,0.592125132
ENSG00000197647,41.07550264,-0.263859448,0.269360849,-0.979576092,0.327295411,0.636471132
ENSG00000197653,24.19675159,-0.647057188,0.327120791,-1.978037488,0.047924478,0.197522215
ENSG00000197665,1.770913952,-0.234657329,1.14096776,-0.20566517,0.837052467,NA
ENSG00000197670,4.280704574,-0.373018116,0.751195355,-0.496566058,0.619495094,0.84879677
ENSG00000197681,145.7778848,0.049073815,0.300916507,0.163081165,0.870454529,0.958468079
ENSG00000197694,11178.0704,0.234496765,0.105213365,2.228773544,0.025828976,0.128721769
ENSG00000197696,78.42761602,-0.152130366,0.354055182,-0.429679818,0.667428567,0.87740837
ENSG00000197701,25.15903793,-0.169032195,0.356475487,-0.474176209,0.635374257,0.858258107
ENSG00000197702,5698.822342,0.410778304,0.137598408,2.985341977,0.002832615,0.024182604
ENSG00000197704,1.385210351,-0.609126904,2.754957405,-0.221102113,0.825012925,NA
ENSG00000197712,4155.608435,-0.088852955,0.092879497,-0.956647676,0.338745116,0.647631989
ENSG00000197713,698.3502892,-0.119958005,0.186915221,-0.641777618,0.521017584,0.791079833
ENSG00000197714,19.78978252,-0.043001046,0.375294981,-0.114579326,0.908778568,0.973320401
ENSG00000197724,932.2578095,-0.061151926,0.108526629,-0.563473927,0.573112209,0.821631867
ENSG00000197728,2705.899613,-0.027016717,0.616605521,-0.043815237,0.965051681,0.990391834
ENSG00000197744,179.0079294,-0.079572898,0.322054669,-0.247078854,0.804847199,0.937187814
ENSG00000197746,41612.79888,-0.062655501,0.123331704,-0.508024288,0.61143631,0.844364429
ENSG00000197747,2564.991341,-0.14264529,0.168905479,-0.844527314,0.398374807,0.699073
ENSG00000197748,3.709134127,-0.263694729,0.800674713,-0.329340648,0.741898223,NA
ENSG00000197756,9965.503924,0.056971052,0.187711331,0.303503534,0.761506155,0.91972276
ENSG00000197757,29.88674375,0.135618442,0.659959417,0.205495124,0.837185307,0.94904663
ENSG00000197763,147.2869044,-0.140839891,0.143889623,-0.978805058,0.32767631,0.636830776
ENSG00000197766,480.4997664,0.218543693,0.762112256,0.286760501,0.774295709,0.924628887
ENSG00000197768,7.050341065,-0.056675041,0.661692294,-0.085651656,0.931743334,0.980068172
ENSG00000197769,134.6441221,2.521825158,1.071798656,2.352890764,0.018628106,0.10092279
ENSG00000197771,1092.352543,0.450957906,0.111076699,4.059878528,4.91E-05,0.000834081
ENSG00000197774,140.3363259,0.01974191,0.181435448,0.108809554,0.913353546,0.975313918
ENSG00000197776,79.30005987,-0.286101584,0.219660655,-1.302470775,0.192755502,0.47537064
ENSG00000197779,139.0215917,-0.189388527,0.167779021,-1.128797427,0.258983298,0.561542145
ENSG00000197780,392.7823528,0.30033217,0.176379504,1.702761168,0.088612773,0.297611564
ENSG00000197782,328.4611271,-0.131113288,0.151001944,-0.868288742,0.385236284,0.688816989
ENSG00000197785,420.4283205,0.257506734,0.173818457,1.481469451,0.13848152,0.392691282
ENSG00000197798,342.1350444,-0.060268812,0.168473375,-0.357734937,0.720541685,0.903867515
ENSG00000197808,90.56489077,0.016063356,0.181703012,0.088404459,0.929555218,0.979500992
ENSG00000197813,5.65712596,-1.0166263,0.677650196,-1.500222837,0.13355669,0.384048476
ENSG00000197815,13.92112401,-0.544209621,0.447502365,-1.216104457,0.223945133,0.519127596
ENSG00000197816,21.93884642,-0.156198851,0.387234635,-0.403370043,0.686676021,0.888256592
ENSG00000197818,589.1875969,-0.109142956,0.158974645,-0.686543168,0.492370652,0.771463079
ENSG00000197822,48.00623124,-0.353061455,0.374323578,-0.943198547,0.345579356,0.654581757
ENSG00000197826,22.05504571,-0.611431996,0.364505637,-1.677428093,0.0934588,0.308044353
ENSG00000197830,1.914977284,-0.014764335,1.07053831,-0.013791506,0.988996319,NA
ENSG00000197837,18.31937998,0.784263073,0.470026812,1.668549651,0.095206664,0.311796323
ENSG00000197841,230.5050176,-0.089816659,0.154085343,-0.582902024,0.559959258,0.813285727
ENSG00000197847,10.92493103,0.919495575,0.533615375,1.723142957,0.084862676,0.289105066
ENSG00000197852,189.6447416,-0.131880307,0.43290822,-0.30463803,0.760641852,0.919661949
ENSG00000197857,133.3090188,-0.219860297,0.172506076,-1.274507556,0.202483596,0.489206957
ENSG00000197858,1696.447622,-0.111952343,0.129673364,-0.863341086,0.387949961,0.69067985
ENSG00000197859,1.464345355,0.335028987,1.324912879,0.252868692,0.800369683,NA
ENSG00000197860,524.4983569,0.795193883,0.118283228,6.722794899,1.78E-11,1.56E-09
ENSG00000197863,87.94581394,-0.116233073,0.215025498,-0.54055484,0.588814452,0.830439048
ENSG00000197870,1.652324606,-0.34451517,1.516568976,-0.227167492,0.820293505,NA
ENSG00000197872,308.9713639,-0.86959162,0.148206411,-5.867435908,4.43E-09,2.20E-07
ENSG00000197879,8301.903165,0.533730319,0.140809898,3.790431819,0.000150386,0.00218231
ENSG00000197882,1.2719383,-0.156199415,1.283192968,-0.121727144,0.903115115,NA
ENSG00000197885,223.1005444,-0.310841752,0.126148434,-2.464095219,0.013735962,0.081124994
ENSG00000197889,4.568792879,-0.995127553,0.775308104,-1.283525282,0.199308108,0.484842643
ENSG00000197892,702.6840574,0.110515484,0.137753439,0.802270239,0.422396654,0.718562067
ENSG00000197894,8149.088017,0.295211869,0.116394876,2.536296096,0.011203196,0.069745389
ENSG00000197903,737.3866006,-0.003203148,0.157675411,-0.020314821,0.983792233,0.995587938
ENSG00000197905,117.3662622,0.848323721,0.232375216,3.650663506,0.000261564,0.00349036
ENSG00000197912,1197.936637,-0.081780781,0.121281707,-0.674304334,0.500117849,0.776936146
ENSG00000197914,16.26937862,-0.254236215,0.475693757,-0.534453545,0.593027782,0.833760709
ENSG00000197915,110.4838308,-0.144770398,0.854376827,-0.169445605,0.865446154,0.957295655
ENSG00000197919,1.337582963,-0.914909444,1.345976208,-0.679736713,0.496671185,NA
ENSG00000197927,79.77897791,-0.213957817,0.289475496,-0.739122377,0.45983269,0.746589578
ENSG00000197928,233.8653644,-0.1868374,0.151802945,-1.230789032,0.218401779,0.512691792
ENSG00000197930,2615.268333,0.331033874,0.129510759,2.556033765,0.010587284,0.06669394
ENSG00000197932,271.2773421,0.178251327,0.120571115,1.478391621,0.139302987,0.394359291
ENSG00000197933,52.03664377,0.041286902,0.227223044,0.181702091,0.855816525,0.954981038
ENSG00000197934,2.06113068,-1.290598033,1.3175234,-0.979563652,0.327301554,NA
ENSG00000197935,36.67713729,-0.430683274,0.297031628,-1.449957626,0.147070336,0.406834946
ENSG00000197937,186.574363,-0.143522138,0.189979034,-0.755463038,0.449971202,0.739378679
ENSG00000197943,21.53536611,1.651748614,0.52857559,3.124905209,0.001778624,0.016668374
ENSG00000197948,581.2146585,0.281007807,0.102751856,2.734819762,0.006241444,0.044257294
ENSG00000197951,212.0524876,0.055504211,0.139937504,0.396635708,0.691636117,0.891083684
ENSG00000197956,22251.20176,-0.155706621,0.149071452,-1.04450999,0.2962495,0.603610814
ENSG00000197958,13727.31468,-0.159500785,0.184257251,-0.865641838,0.386686604,0.689735937
ENSG00000197959,58.38802271,-0.958925105,0.278287515,-3.445807131,0.000569357,0.006631689
ENSG00000197961,137.2987643,0.110716236,0.16263726,0.680755664,0.496026108,0.773963801
ENSG00000197965,5409.533099,0.234805413,0.120684717,1.945610171,0.051701584,0.207969566
ENSG00000197969,2393.959647,0.025212386,0.199178234,0.126582032,0.899271219,0.970401946
ENSG00000197971,592.7657359,-0.08537828,0.390162415,-0.218827537,0.826784395,0.94541828
ENSG00000197976,871.2165722,-0.008280617,0.130503594,-0.063451259,0.949407171,0.985754742
ENSG00000197977,5.477862451,-0.641629874,0.79801293,-0.804034433,0.421377089,0.718021569
ENSG00000197978,197.7347689,-0.076745082,0.194201526,-0.395182693,0.692708065,0.891406987
ENSG00000197980,7.885655585,0.113162232,0.674404869,0.167795692,0.866744012,0.957359104
ENSG00000197982,628.2867151,0.113052264,0.215317909,0.525048123,0.599549738,0.837786095
ENSG00000197989,192.7220806,0.430039899,0.248093682,1.733377065,0.083028671,0.284884103
ENSG00000197993,9.248280877,-0.695667381,0.715778995,-0.97190248,0.331099066,0.640748105
ENSG00000198000,813.2266994,-0.018010101,0.092686213,-0.19431262,0.845931105,0.951784044
ENSG00000198001,532.9471696,-0.031675896,0.140935248,-0.224754958,0.822169908,0.94411619
ENSG00000198003,11.04579317,-1.096070347,0.546602226,-2.005243109,0.044937064,0.188200142
ENSG00000198015,411.6618389,-0.106709966,0.123088956,-0.866933711,0.385978332,0.689283576
ENSG00000198018,247.4069305,-0.816086579,0.251369782,-3.246558011,0.001168096,0.011956918
ENSG00000198019,1.711650797,-0.513332022,1.124049136,-0.456681123,0.647900261,NA
ENSG00000198026,441.1171316,-0.224702663,0.105472961,-2.130429081,0.033136205,0.153510243
ENSG00000198028,15.29376694,-0.126127354,0.843586778,-0.149513195,0.881148699,0.962842937
ENSG00000198034,16530.31906,-0.070862197,0.168280302,-0.421096207,0.673684831,0.881134061
ENSG00000198035,216.0379696,-0.223920369,0.156260141,-1.432997354,0.151858593,0.414340356
ENSG00000198039,40.69079791,-0.310645925,0.29486397,-1.053522832,0.292101435,0.598869732
ENSG00000198040,547.5847225,-0.323051471,0.162250037,-1.991071781,0.046472996,0.193270151
ENSG00000198042,276.3701583,0.339798568,0.192954123,1.761032951,0.078232826,0.273889257
ENSG00000198046,207.1566196,-0.679067501,0.171465154,-3.960381943,7.48E-05,0.001193068
ENSG00000198053,2462.601079,0.2048461,0.144717689,1.415487638,0.156925571,0.422236175
ENSG00000198055,288.4476785,0.307894487,0.164122976,1.875998688,0.06065546,0.231784664
ENSG00000198056,36.60027494,-0.657401966,0.36043355,-1.823920012,0.068164166,0.249899087
ENSG00000198060,702.0287135,-0.06027699,0.133045456,-0.453055608,0.6505087,0.86656659
ENSG00000198064,42.19761776,-0.051629641,0.298417461,-0.173011461,0.862642419,0.956901675
ENSG00000198074,13.96611679,-1.406450341,0.5374185,-2.617048614,0.008869371,0.058186485
ENSG00000198075,4.371787889,-1.277766158,0.74321034,-1.719252397,0.085568424,0.290501951
ENSG00000198077,4.21574577,0.434912051,1.051914555,0.413448078,0.679278356,0.883826192
ENSG00000198081,255.2915296,-0.270269333,0.151037351,-1.789420506,0.073547119,0.262453977
ENSG00000198082,1.691981875,2.041797798,1.36916954,1.491267325,0.135891324,NA
ENSG00000198087,580.520423,0.068338995,0.092257272,0.740743722,0.458848844,0.745715423
ENSG00000198089,188.854581,0.113744896,0.14572452,0.780547405,0.435068736,0.728808403
ENSG00000198093,80.55136448,-0.111642337,0.179234167,-0.622885352,0.533359865,0.797161099
ENSG00000198099,10.95655414,1.330736072,0.831580301,1.600249633,0.109543215,0.340409099
ENSG00000198105,257.9437199,-0.568420352,0.163477218,-3.477061572,0.000506941,0.006042282
ENSG00000198106,58.36392742,-0.21874695,0.245579532,-0.890737709,0.373069899,0.678191727
ENSG00000198108,41.00234389,1.435116004,0.387162632,3.706752367,0.000209934,0.0028915
ENSG00000198113,716.5803994,0.174808773,0.197467213,0.885254671,0.376019292,0.680931779
ENSG00000198121,7194.357284,0.489622866,0.133943189,3.655451763,0.000256729,0.003435809
ENSG00000198130,384.0608463,-0.27287733,0.12820022,-2.128524655,0.033293608,0.153968305
ENSG00000198131,194.7082166,-0.212640385,0.28543126,-0.744979317,0.456284223,0.743910932
ENSG00000198133,35.19720049,-0.058410775,0.453274631,-0.128863984,0.897465276,0.970054767
ENSG00000198134,25.66244683,0.091117936,0.446837818,0.203917243,0.838418171,0.949327978
ENSG00000198142,220.0384571,-0.107026255,0.129641872,-0.825553143,0.409057625,0.707770004
ENSG00000198146,825.1393329,0.070952459,0.140803026,0.503912883,0.614322597,0.846061706
ENSG00000198150,28.9056677,-0.587809642,0.353295575,-1.663789995,0.096154404,0.313728447
ENSG00000198155,11.14635376,-0.46007767,0.50850684,-0.904762009,0.365591482,0.671089229
ENSG00000198156,33.94493283,-0.262242332,0.326045976,-0.8043109,0.421217444,0.717948837
ENSG00000198157,107.745938,-0.164346105,0.297202741,-0.55297641,0.580279563,0.825515007
ENSG00000198160,1160.09516,0.093660567,0.116045883,0.807099441,0.419609194,0.716401197
ENSG00000198162,2331.523899,-0.076426094,0.128321672,-0.595582122,0.551454423,0.808779324
ENSG00000198168,97.78206554,-0.235948615,0.185502169,-1.271945313,0.20339255,0.490373634
ENSG00000198169,539.7867871,-0.163003856,0.107559798,-1.515471948,0.129652929,0.376705378
ENSG00000198171,603.3530682,0.294384066,0.192089084,1.532539277,0.125389413,0.369329181
ENSG00000198176,1746.840923,0.237260915,0.088127191,2.692255507,0.007097055,0.048856923
ENSG00000198182,132.8139029,-0.23762643,0.215482988,-1.102761901,0.270130577,0.574749229
ENSG00000198185,91.90730078,-0.414284703,0.294363484,-1.40739163,0.159311292,0.42536138
ENSG00000198189,1215.524752,0.770572876,0.127387535,6.049044575,1.46E-09,8.31E-08
ENSG00000198198,1028.763559,-0.026263094,0.148908846,-0.176370277,0.860003054,0.956509621
ENSG00000198203,9.829836074,-1.490224578,0.514151988,-2.898412557,0.003750569,0.029860235
ENSG00000198205,149.6935419,-0.266775977,0.152302286,-1.751621616,0.079838893,0.277664441
ENSG00000198208,17.39253228,0.860234142,0.629402374,1.366747533,0.171704453,0.444967283
ENSG00000198218,1495.871026,-0.046375861,0.072463737,-0.639987163,0.522180945,0.79117674
ENSG00000198221,1.449075975,0.975525999,1.26826578,0.769181046,0.441785841,NA
ENSG00000198225,504.0015261,0.139692667,0.141704784,0.985800643,0.32423095,0.632901954
ENSG00000198231,2970.995809,-0.05443804,0.085879819,-0.633886284,0.526155037,0.792827511
ENSG00000198237,108.6356762,-0.594891489,0.240194745,-2.476704841,0.013260151,0.078947967
